23.11.2015,26.11.2015,19:00,0,992,2
23.11.2015,26.11.2015,22:00,0,981,2
23.11.2015,27.11.2015,1:00,0,982,2
23.11.2015,27.11.2015,4:00,0,982,2
23.11.2015,27.11.2015,7:00,0,982,3
23.11.2015,27.11.2015,10:00,1,982,3
23.11.2015,27.11.2015,13:00,2,981,4
23.11.2015,27.11.2015,16:00,0,980,3
23.11.2015,27.11.2015,19:00,-1,979,3
23.11.2015,27.11.2015,22:00,-1,979,3
23.11.2015,28.11.2015,1:00,-2,977,3
23.11.2015,28.11.2015,4:00,-3,977,2
23.11.2015,28.11.2015,7:00,-3,977,1
23.11.2015,28.11.2015,10:00,-1,978,2
23.11.2015,28.11.2015,13:00,1,977,2
23.11.2015,28.11.2015,16:00,-2,977,3
23.11.2015,28.11.2015,19:00,-2,978,3
23.11.2015,28.11.2015,22:00,0,980,4
23.11.2015,29.11.2015,1:00,0,980,4
23.11.2015,29.11.2015,4:00,0,981,3
23.11.2015,29.11.2015,7:00,-1,981,3
23.11.2015,29.11.2015,10:00,2,981,3
23.11.2015,29.11.2015,13:00,3,979,4
23.11.2015,29.11.2015,16:00,-1,979,4
23.11.2015,29.11.2015,19:00,0,979,5
23.11.2015,29.11.2015,22:00,1,980,6
23.11.2015,30.12.2015,1:00,1,981,5
23.11.2015,30.12.2015,4:00,0,983,3
23.11.2015,30.12.2015,7:00,-2,984,3
23.11.2015,30.12.2015,10:00,0,986,3
23.11.2015,30.12.2015,13:00,2,987,3
23.11.2015,01.12.2015,Noc,0,991,4
23.11.2015,01.12.2015,Dzień,3,993,5
23.11.2015,02.12.2015,Noc,4,996,3
23.11.2015,02.12.2015,Dzień,8,997,3
23.11.2015,03.12.2015,Noc,1,997,3
23.11.2015,03.12.2015,Dzień,5,992,3
23.11.2015,04.12.2015,Noc,1,988,4
23.11.2015,04.12.2015,Dzień,5,983,5
23.11.2015,05.12.2015,Noc,0,979,4
23.11.2015,05.12.2015,Dzień,3,978,4
23.11.2015,06.12.2015,Noc,-1,980,2
23.11.2015,06.12.2015,Dzień,3,981,2
23.11.2015,07.12.2015,Noc,1,983,3
23.11.2015,07.12.2015,Dzień,4,986,1
23.11.2015,08.12.2015,Noc,0,989,2
23.11.2015,08.12.2015,Dzień,4,991,2
23.11.2015,09.12.2015,Noc,1,992,2
24.11.2015,24.11.2015,13:00,3,997,2
24.11.2015,24.11.2015,16:00,1,996,2
24.11.2015,24.11.2015,19:00,0,995,1
24.11.2015,24.11.2015,22:00,-1,994,1
24.11.2015,25.11.2015,1:00,-2,992,1
24.11.2015,25.11.2015,4:00,-3,990,1
24.11.2015,25.11.2015,7:00,-3,988,2
24.11.2015,25.11.2015,10:00,-2,987,2
24.11.2015,25.11.2015,13:00,0,984,2
24.11.2015,25.11.2015,16:00,-1,982,2
24.11.2015,25.11.2015,19:00,-1,980,2
24.11.2015,25.11.2015,22:00,-2,979,2
24.11.2015,26.11.2015,1:00,-2,978,2
24.11.2015,26.11.2015,4:00,-2,978,3
24.11.2015,26.11.2015,7:00,-1,979,1
24.11.2015,26.11.2015,10:00,-1,980,2
24.11.2015,26.11.2015,13:00,0,981,3
24.11.2015,26.11.2015,16:00,0,984,3
24.11.2015,26.11.2015,19:00,0,987,3
24.11.2015,26.11.2015,22:00,0,989,4
24.11.2015,27.11.2015,1:00,0,991,3
24.11.2015,27.11.2015,4:00,0,992,3
24.11.2015,27.11.2015,7:00,0,993,3
24.11.2015,27.11.2015,10:00,0,993,4
24.11.2015,27.11.2015,13:00,0,992,3
24.11.2015,27.11.2015,16:00,0,991,3
24.11.2015,27.11.2015,19:00,0,990,3
24.11.2015,27.11.2015,22:00,-3,980,3
24.11.2015,28.11.2015,1:00,-3,978,2
24.11.2015,28.11.2015,4:00,-3,977,1
24.11.2015,28.11.2015,7:00,-4,977,2
24.11.2015,28.11.2015,10:00,-1,978,3
24.11.2015,28.11.2015,13:00,1,977,3
24.11.2015,28.11.2015,16:00,-2,977,3
24.11.2015,28.11.2015,19:00,-2,978,3
24.11.2015,28.11.2015,22:00,-1,980,3
24.11.2015,29.11.2015,1:00,0,981,4
24.11.2015,29.11.2015,4:00,0,981,3
24.11.2015,29.11.2015,7:00,-2,982,3
24.11.2015,29.11.2015,10:00,1,982,4
24.11.2015,29.11.2015,13:00,2,981,5
24.11.2015,29.11.2015,16:00,0,982,5
24.11.2015,29.11.2015,19:00,0,984,4
24.11.2015,29.11.2015,22:00,1,986,4
24.11.2015,30.11.2015,1:00,1,989,5
24.11.2015,30.11.2015,4:00,0,992,4
24.11.2015,30.11.2015,7:00,0,993,3
24.11.2015,30.11.2015,10:00,1,995,4
24.11.2015,30.11.2015,13:00,2,994,5
24.11.2015,30.11.2015,16:00,0,994,5
24.11.2015,30.11.2015,19:00,1,994,6
24.11.2015,30.11.2015,22:00,1,994,5
24.11.2015,01.12.2015,1:00,2,993,5
24.11.2015,01.12.2015,4:00,2,993,5
24.11.2015,01.12.2015,7:00,3,992,6
24.11.2015,01.12.2015,10:00,4,993,7
24.11.2015,01.12.2015,13:00,5,991,7
24.11.2015,02.12.2015,Noc,2,991,5
24.11.2015,02.12.2015,Dzień,5,993,3
24.11.2015,03.12.2015,Noc,0,994,2
24.11.2015,03.12.2015,Dzień,5,991,2
24.11.2015,04.12.2015,Noc,1,995,3
24.11.2015,04.12.2015,Dzień,4,988,3
24.11.2015,05.12.2015,Noc,0,986,3
24.11.2015,05.12.2015,Dzień,4,984,2
24.11.2015,06.12.2015,Noc,0,983,3
24.11.2015,06.12.2015,Dzień,4,981,2
24.11.2015,07.12.2015,Noc,0,982,3
24.11.2015,07.12.2015,Dzień,4,986,3
24.11.2015,08.12.2015,Noc,1,990,4
24.11.2015,08.12.2015,Dzień,4,991,4
24.11.2015,09.12.2015,Noc,2,990,3
24.11.2015,09.12.2015,Dzień,4,990,3
24.11.2015,10.12.2015,Noc,1,989,2
25.11.2015,24.11.2015,13:00,3,997,2
25.11.2015,24.11.2015,16:00,1,996,2
25.11.2015,24.11.2015,19:00,0,995,1
25.11.2015,24.11.2015,22:00,-1,994,1
25.11.2015,25.11.2015,1:00,-2,992,1
25.11.2015,25.11.2015,4:00,-3,990,1
25.11.2015,25.11.2015,7:00,-3,988,2
25.11.2015,25.11.2015,10:00,-2,987,2
25.11.2015,25.11.2015,13:00,0,984,2
25.11.2015,25.11.2015,16:00,-1,982,2
25.11.2015,25.11.2015,19:00,-1,980,2
25.11.2015,25.11.2015,22:00,-2,979,2
25.11.2015,26.11.2015,1:00,-2,978,2
25.11.2015,26.11.2015,4:00,-2,978,3
25.11.2015,26.11.2015,7:00,-1,979,1
25.11.2015,26.11.2015,10:00,-1,980,2
25.11.2015,26.11.2015,13:00,0,981,3
25.11.2015,26.11.2015,16:00,0,984,3
25.11.2015,26.11.2015,19:00,0,987,3
25.11.2015,26.11.2015,22:00,0,989,4
25.11.2015,27.11.2015,1:00,0,991,3
25.11.2015,27.11.2015,4:00,0,992,3
25.11.2015,27.11.2015,7:00,0,993,3
25.11.2015,27.11.2015,10:00,0,993,4
25.11.2015,27.11.2015,13:00,0,992,3
25.11.2015,27.11.2015,16:00,0,991,3
25.11.2015,27.11.2015,19:00,0,990,3
25.11.2015,27.11.2015,22:00,-3,980,3
25.11.2015,28.11.2015,1:00,-3,978,2
25.11.2015,28.11.2015,4:00,-3,977,1
25.11.2015,28.11.2015,7:00,-4,977,2
25.11.2015,28.11.2015,10:00,-1,978,3
25.11.2015,28.11.2015,13:00,1,977,3
25.11.2015,28.11.2015,16:00,-2,977,3
25.11.2015,28.11.2015,19:00,-2,978,3
25.11.2015,28.11.2015,22:00,-1,980,3
25.11.2015,29.11.2015,1:00,0,981,4
25.11.2015,29.11.2015,4:00,0,981,3
25.11.2015,29.11.2015,7:00,-2,982,3
25.11.2015,29.11.2015,10:00,1,982,4
25.11.2015,29.11.2015,13:00,2,981,5
25.11.2015,29.11.2015,16:00,0,982,5
25.11.2015,29.11.2015,19:00,0,984,4
25.11.2015,29.11.2015,22:00,1,986,4
25.11.2015,30.11.2015,1:00,1,989,5
25.11.2015,30.11.2015,4:00,0,992,4
25.11.2015,30.11.2015,7:00,0,993,3
25.11.2015,30.11.2015,10:00,1,995,4
25.11.2015,30.11.2015,13:00,2,994,5
25.11.2015,30.11.2015,16:00,0,994,5
